POS,NEG
فوق‌العاده برای کیف انتخاب خوبی بود و قیمت نسبت به کیفیت خیلی مناسب بود.,با این کیف قیمتش نسبت به کیفیت بالاست.
هدفون رو خریدم و نصب و راه‌اندازی آسون بود.,تجربه من از هدفون: کالا با توضیحات سایت مطابقت نداشت.
از خرید ماوس کارایی محصول از انتظارم بهتر بود.,در مورد ماوس باید بگم که محصول معیوب به دستم رسید.
برای قهوه‌ساز تجربه خوبی بود؛ ارسال سریع بود و بسته‌بندی تمیز داشت.,برای قهوه‌ساز بسیار ناامید شدم؛ محصول معیوب به دستم رسید.
کاملاً برای گوشی انتخاب خوبی بود و ارزش خرید بالایی داره.,گوشی رو گرفتم اما بعد از چند روز خراب شد.
دستبند رو خریدم و پشتیبانی خیلی خوب راهنمایی کرد.,با این دستبند دکمه‌ها درست کار نمی‌کرد.
از خرید ماشین اصلاح دقیقاً همون چیزی بود که توی توضیحات نوشته بود.,تجربه من از ماشین اصلاح: کیفیت صدا/تصویر ناامیدکننده بود.
برای ماشین اصلاح تجربه خوبی بود؛ امکاناتش کامل و کاربردیه.,در مورد ماشین اصلاح باید بگم که کیفیت ساخت پایین بود و راضی نیستم.
به‌شدت برای مانیتور انتخاب خوبی بود و عملکرد محصول عالیه و روان کار می‌کنه.,برای مانیتور شدیداً ناامید شدم؛ قیمتش نسبت به کیفیت بالاست.
ساعت رو خریدم و ارزش خرید بالایی داره.,ساعت رو گرفتم اما بدنه خط و خش داشت.
از خرید پاوربانک کیفیت ساخت محکم و قابل اعتماده.,با این پاوربانک ارسال خیلی دیر انجام شد.
برای لباس تجربه خوبی بود؛ کالا بدون ایراد به دستم رسید.,تجربه من از لباس: محصول معیوب به دستم رسید.
به‌شدت برای مودم انتخاب خوبی بود و ارسال سریع بود و بسته‌بندی تمیز داشت.,در مورد مودم باید بگم که کیفیت ساخت پایین بود و راضی نیستم.
اسباب‌بازی رو خریدم و پشتیبانی خیلی خوب راهنمایی کرد.,برای اسباب‌بازی خیلی ناامید شدم؛ عملکرد محصول ضعیف بود.
از خرید مخلوط‌کن نصب و راه‌اندازی آسون بود.,مخلوط‌کن رو گرفتم اما قیمتش نسبت به کیفیت بالاست.
برای ماوس تجربه خوبی بود؛ امکاناتش کامل و کاربردیه.,با این ماوس عملکرد محصول ضعیف بود.
کاملاً برای مودم انتخاب خوبی بود و نصب و راه‌اندازی آسون بود.,تجربه من از مودم: باتری یا شارژدهی خیلی کم بود.
گوشی رو خریدم و بعد از چند هفته استفاده هنوز مثل روز اوله.,در مورد گوشی باید بگم که کیفیت ساخت پایین بود و راضی نیستم.
از خرید قهوه‌ساز بعد از چند هفته استفاده هنوز مثل روز اوله.,برای قهوه‌ساز نامطلوب ناامید شدم؛ پشتیبانی پاسخگو نبود.
برای کیف تجربه خوبی بود؛ ارزش خرید بالایی داره.,کیف رو گرفتم اما کیفیت صدا/تصویر ناامیدکننده بود.
به‌شدت برای چراغ انتخاب خوبی بود و کالا بدون ایراد به دستم رسید.,با این چراغ بسته‌بندی آسیب‌دیده بود.
ماوس رو خریدم و بعد از چند هفته استفاده هنوز مثل روز اوله.,تجربه من از ماوس: کالا با توضیحات سایت مطابقت نداشت.
از خرید دوربین کالا بدون ایراد به دستم رسید.,در مورد دوربین باید بگم که ارزش خرید نداره.
برای لپ‌تاپ تجربه خوبی بود؛ خریدش رو به بقیه هم پیشنهاد می‌کنم.,برای لپ‌تاپ واقعاً ناامید شدم؛ دکمه‌ها درست کار نمی‌کرد.
فوق‌العاده برای دستبند انتخاب خوبی بود و کالا بدون ایراد به دستم رسید.,دستبند رو گرفتم اما ارزش خرید نداره.
چراغ رو خریدم و پشتیبانی خیلی خوب راهنمایی کرد.,با این چراغ قیمتش نسبت به کیفیت بالاست.
از خرید هدفون خریدش رو به بقیه هم پیشنهاد می‌کنم.,تجربه من از هدفون: قیمتش نسبت به کیفیت بالاست.
برای ماشین اصلاح تجربه خوبی بود؛ امکاناتش کامل و کاربردیه.,در مورد ماشین اصلاح باید بگم که عملکرد محصول ضعیف بود.
بی‌نهایت برای لباس انتخاب خوبی بود و دقیقاً همون چیزی بود که توی توضیحات نوشته بود.,برای لباس افتضاح ناامید شدم؛ محصول معیوب به دستم رسید.
دوربین رو خریدم و نصب و راه‌اندازی آسون بود.,دوربین رو گرفتم اما محصول معیوب به دستم رسید.
از خرید پرینتر کارایی محصول از انتظارم بهتر بود.,با این پرینتر بدنه خط و خش داشت.
برای کتاب تجربه خوبی بود؛ کارایی محصول از انتظارم بهتر بود.,تجربه من از کتاب: کیفیت صدا/تصویر ناامیدکننده بود.
خیلی برای ماگ انتخاب خوبی بود و کیفیت ساخت محکم و قابل اعتماده.,در مورد ماگ باید بگم که کالا با توضیحات سایت مطابقت نداشت.
مانیتور رو خریدم و بعد از چند هفته استفاده هنوز مثل روز اوله.,برای مانیتور افتضاح ناامید شدم؛ بعد از چند روز خراب شد.
از خرید کیف قیمت نسبت به کیفیت خیلی مناسب بود.,کیف رو گرفتم اما کیفیت صدا/تصویر ناامیدکننده بود.
برای ماگ تجربه خوبی بود؛ کالا بدون ایراد به دستم رسید.,با این ماگ دکمه‌ها درست کار نمی‌کرد.
درجه‌یک برای چراغ انتخاب خوبی بود و نصب و راه‌اندازی آسون بود.,تجربه من از چراغ: بدنه خط و خش داشت.
اسباب‌بازی رو خریدم و کیفیت محصول عالیه و کاملاً راضی‌ام.,در مورد اسباب‌بازی باید بگم که کیفیت صدا/تصویر ناامیدکننده بود.
از خرید کیف کارایی محصول از انتظارم بهتر بود.,برای کیف به‌شدت ناامید شدم؛ بسته‌بندی آسیب‌دیده بود.
برای عینک تجربه خوبی بود؛ بعد از چند هفته استفاده هنوز مثل روز اوله.,عینک رو گرفتم اما قیمتش نسبت به کیفیت بالاست.
عالی برای ماشین اصلاح انتخاب خوبی بود و خریدش رو به بقیه هم پیشنهاد می‌کنم.,با این ماشین اصلاح بعد از چند روز خراب شد.
اسپیکر رو خریدم و دقیقاً همون چیزی بود که توی توضیحات نوشته بود.,تجربه من از اسپیکر: ارزش خرید نداره.
از خرید ماشین اصلاح دقیقاً همون چیزی بود که توی توضیحات نوشته بود.,در مورد ماشین اصلاح باید بگم که بسته‌بندی آسیب‌دیده بود.
برای ماوس تجربه خوبی بود؛ ارزش خرید بالایی داره.,برای ماوس به‌شدت ناامید شدم؛ عملکرد محصول ضعیف بود.
بی‌نهایت برای لپ‌تاپ انتخاب خوبی بود و قیمت نسبت به کیفیت خیلی مناسب بود.,لپ‌تاپ رو گرفتم اما بدنه خط و خش داشت.
